"B","observations","genes","batch_size","k","initializer","method","user_time","system_time","elapsed_time"
3,1e+05,1000,0.005,3,random,hdf5,24.664,5.054,130.451
4,1e+05,1000,0.005,3,random,hdf5,25.224,4.773,129.538
5,1e+05,1000,0.005,3,random,hdf5,23.252,4.588,116.177
6,1e+05,1000,0.005,3,random,hdf5,27.693,5.124,143.289
7,1e+05,1000,0.005,3,random,hdf5,25.586,4.8,136.734
8,1e+05,1000,0.005,3,random,hdf5,22.332,4.402,106.599
9,1e+05,1000,0.005,3,random,hdf5,28.489,5.308,152.176
10,1e+05,1000,0.005,3,random,hdf5,25.243,5.019,133.536
1,1e+05,1000,0.01,3,random,hdf5,38.337,7.687,253.62
2,1e+05,1000,0.01,3,random,hdf5,42,9.279,289.451
3,1e+05,1000,0.01,3,random,hdf5,37.753,7.586,261.795
4,1e+05,1000,0.01,3,random,hdf5,44.684,9.3,300.035
5,1e+05,1000,0.01,3,random,hdf5,40.558,9.26,279.712
6,1e+05,1000,0.01,3,random,hdf5,36.629,7.729,253.452
7,1e+05,1000,0.01,3,random,hdf5,37.732,8.02,265.587
8,1e+05,1000,0.01,3,random,hdf5,37.121,8.311,248.283
9,1e+05,1000,0.01,3,random,hdf5,40.673,8.615,281.616
10,1e+05,1000,0.01,3,random,hdf5,43.509,9.814,294.516
1,1e+05,1000,0.05,3,random,hdf5,141.756,26.879,421.175
2,1e+05,1000,0.05,3,random,hdf5,115.893,21.985,343.583
3,1e+05,1000,0.05,3,random,hdf5,121.795,23.082,356.827
4,1e+05,1000,0.05,3,random,hdf5,138.481,26.621,408.255
5,1e+05,1000,0.05,3,random,hdf5,134.16,26.834,393.302
6,1e+05,1000,0.05,3,random,hdf5,138,27.241,410.187
7,1e+05,1000,0.05,3,random,hdf5,113.08,21.78,335.836
8,1e+05,1000,0.05,3,random,hdf5,142.155,28.895,431.782
9,1e+05,1000,0.05,3,random,hdf5,121.914,23.678,368.186
10,1e+05,1000,0.05,3,random,hdf5,127.93,25.259,381.934
1,1e+05,1000,0.1,3,random,hdf5,264.703,40.768,544.363
2,1e+05,1000,0.1,3,random,hdf5,226.171,34.662,465.818
3,1e+05,1000,0.1,3,random,hdf5,245.094,36.61,491.827
4,1e+05,1000,0.1,3,random,hdf5,241.978,36.811,482.529
5,1e+05,1000,0.1,3,random,hdf5,231.373,31.008,455.478
6,1e+05,1000,0.1,3,random,hdf5,247.178,37.16,491.695
7,1e+05,1000,0.1,3,random,hdf5,216.027,31.98,430.757
8,1e+05,1000,0.1,3,random,hdf5,243.041,37.099,492.263
9,1e+05,1000,0.1,3,random,hdf5,246.808,37.842,494.824
10,1e+05,1000,0.1,3,random,hdf5,187.726,27.792,367.843
1,1e+05,1000,0.2,3,random,hdf5,513.44,59.725,721.793
2,1e+05,1000,0.2,3,random,hdf5,515.352,62.689,733.61
3,1e+05,1000,0.2,3,random,hdf5,541.046,68.611,769.504
4,1e+05,1000,0.2,3,random,hdf5,494.272,59.242,708.624
5,1e+05,1000,0.2,3,random,hdf5,481.034,54.568,676.589
6,1e+05,1000,0.2,3,random,hdf5,493.102,57.721,692.536
7,1e+05,1000,0.2,3,random,hdf5,484.018,55.964,677.212
8,1e+05,1000,0.2,3,random,hdf5,473.053,55.407,661.136
9,1e+05,1000,0.2,3,random,hdf5,544.093,66.791,765.826
10,1e+05,1000,0.2,3,random,hdf5,500.119,61.136,702.591
1,1e+05,1000,0.5,3,random,hdf5,978.499,108.906,1281.89
2,1e+05,1000,0.5,3,random,hdf5,990.997,110.593,1295.829
3,1e+05,1000,0.5,3,random,hdf5,1205.309,134.983,1550.725
4,1e+05,1000,0.5,3,random,hdf5,1275.067,142.314,1631.365
5,1e+05,1000,0.5,3,random,hdf5,1263.393,143.634,1617.396
6,1e+05,1000,0.5,3,random,hdf5,1152.271,132.822,1489.244
7,1e+05,1000,0.5,3,random,hdf5,1141.521,124.972,1475.923
8,1e+05,1000,0.5,3,random,hdf5,1351.7,153.705,1719.234
9,1e+05,1000,0.5,3,random,hdf5,1068.342,119.316,1391.816
10,1e+05,1000,0.5,3,random,hdf5,1087.013,121.693,1413.717
1,1e+05,1000,0.8,3,random,hdf5,1800.259,213.565,2274.106
2,1e+05,1000,0.8,3,random,hdf5,2191.652,250.778,2714.351
3,1e+05,1000,0.8,3,random,hdf5,1631.835,192.243,2078.51
4,1e+05,1000,0.8,3,random,hdf5,1886.764,226.058,2371.127
5,1e+05,1000,0.8,3,random,hdf5,1942.792,223.022,2436.612
6,1e+05,1000,0.8,3,random,hdf5,1681.369,201.19,2137.482
7,1e+05,1000,0.8,3,random,hdf5,1778.762,203.142,2251.785
8,1e+05,1000,0.8,3,random,hdf5,1637.161,189.769,2091.67
9,1e+05,1000,0.8,3,random,hdf5,1850.342,208.718,2327.078
10,1e+05,1000,0.8,3,random,hdf5,2101.43,240.582,2607.203
1,1e+05,1000,1,3,random,hdf5,1892.517,256.382,2253.353
2,1e+05,1000,1,3,random,hdf5,1740.868,218.157,2068.324
3,1e+05,1000,1,3,random,hdf5,798.548,114.341,1006.69
4,1e+05,1000,1,3,random,hdf5,1860.134,256.006,2224.574
5,1e+05,1000,1,3,random,hdf5,1181.823,177.565,1463.996
6,1e+05,1000,1,3,random,hdf5,1495.6,209.422,1807.986
7,1e+05,1000,1,3,random,hdf5,2479.397,325.55,2915.078
8,1e+05,1000,1,3,random,hdf5,1041.996,152.459,1290.351
9,1e+05,1000,1,3,random,hdf5,2361.802,294.256,2759.328
10,1e+05,1000,1,3,random,hdf5,4063.059,475.958,4656.059
