B,observations,genes,abs_batch,k,initializer,method,ARI,WCSS,iterations,fault
20,4000,1000,500,3,random,kmeans,0.987292059,7941250.673,2,0
1,4000,1000,750,3,random,kmeans,0.984045155,8243683.556,2,0
2,4000,1000,750,3,random,kmeans,0.9876746,8132701.965,2,0
3,4000,1000,750,3,random,kmeans,0.98647272,8056724.206,3,0
4,4000,1000,750,3,random,kmeans,0.98979705,7810144.136,3,0
5,4000,1000,750,3,random,kmeans,0.987006796,8188429.704,2,0
6,4000,1000,750,3,random,kmeans,0.991174092,7662905.97,2,0
7,4000,1000,750,3,random,kmeans,0.986588642,7925967.627,2,0
8,4000,1000,750,3,random,kmeans,0.986274894,8161854.237,2,0
9,4000,1000,750,3,random,kmeans,0.988350837,8089377.209,2,0
10,4000,1000,750,3,random,kmeans,0.99218156,8087870.323,2,0
11,4000,1000,750,3,random,kmeans,0.98332852,8198636.306,2,0
12,4000,1000,750,3,random,kmeans,0.991567063,8340230.36,3,0
13,4000,1000,750,3,random,kmeans,0.985571435,8110780.915,2,0
14,4000,1000,750,3,random,kmeans,0.988032702,8015250.491,2,0
15,4000,1000,750,3,random,kmeans,0.984462989,8090244.28,2,0
16,4000,1000,750,3,random,kmeans,0.985371779,7809430.093,2,0
17,4000,1000,750,3,random,kmeans,0.99269802,8133858.459,2,0
18,4000,1000,750,3,random,kmeans,0.986246617,8105250.557,3,0
19,4000,1000,750,3,random,kmeans,0.989957533,8066236.77,3,0
20,4000,1000,750,3,random,kmeans,0.988659541,7887832.636,2,0
1,4000,1000,1000,3,random,kmeans,0.989608168,7866452.927,3,0
2,4000,1000,1000,3,random,kmeans,0.989524495,8416753.162,2,0
