"B","observations","genes","abs_batch","k","initializer","method","ARI","WCSS","iterations","fault"
18,500,1000,150,3,random,hdf5,0.993212316959151,1034975.52513358,16,NA
19,500,1000,150,3,random,hdf5,1,1060926.92604618,22,NA
20,500,1000,150,3,random,hdf5,0.993278999647218,1061391.36992325,24,NA
21,500,1000,150,3,random,hdf5,0.993322247358157,981899.851195675,17,NA
22,500,1000,150,3,random,hdf5,0.993096417381588,1024376.94333229,12,NA
23,500,1000,150,3,random,hdf5,0.987289212935244,963261.119599346,29,NA
24,500,1000,150,3,random,hdf5,1,973039.604737245,31,NA
25,500,1000,150,3,random,hdf5,0.988196073683832,1038309.74101499,29,NA
26,500,1000,150,3,random,hdf5,0.980460719581549,990510.790702185,24,NA
27,500,1000,150,3,random,hdf5,0.98204326011931,1025958.07865033,12,NA
28,500,1000,150,3,random,hdf5,0.9939803334349,980073.679297477,14,NA
29,500,1000,150,3,random,hdf5,0.993220734664975,985494.897990255,21,NA
30,500,1000,150,3,random,hdf5,0.988526629020452,1019610.84033667,13,NA
31,500,1000,150,3,random,hdf5,0.987687219399229,1033895.7862579,29,NA
32,500,1000,150,3,random,hdf5,0.981124548359847,984131.456756563,12,NA
33,500,1000,150,3,random,hdf5,1,1033320.89269208,12,NA
34,500,1000,150,3,random,hdf5,0.973632463256438,1093478.3835964,15,NA
35,500,1000,150,3,random,hdf5,1,1057298.44637081,26,NA
36,500,1000,150,3,random,hdf5,1,1020318.64377296,15,NA
37,500,1000,150,3,random,hdf5,0.987254073575473,1046392.20224913,29,NA
38,500,1000,150,3,random,hdf5,1,1016820.91237952,19,NA
39,500,1000,150,3,random,hdf5,0.982447902413874,1018393.25563315,14,NA
40,500,1000,150,3,random,hdf5,0.993936079596846,1016934.00302749,15,NA
41,500,1000,150,3,random,hdf5,0.993273223884385,1033387.56851909,14,NA
42,500,1000,150,3,random,hdf5,0.97991685428667,1025871.59109273,18,NA
43,500,1000,150,3,random,hdf5,0.994484345490234,1014309.74709092,15,NA
44,500,1000,150,3,random,hdf5,0.987183042420949,1005920.80220637,22,NA
45,500,1000,150,3,random,hdf5,0.974563174386391,1082737.72383668,17,NA
46,500,1000,150,3,random,hdf5,1,972130.773442278,14,NA
47,500,1000,150,3,random,hdf5,0.981426886186619,1057915.08127899,16,NA
48,500,1000,150,3,random,hdf5,1,961536.199310444,17,NA
