B,observations,genes,batch_size,k,initializer,method,user_time,system_time,elapsed_time
2,1.00E+05,1000,0.2,2,random,kmeans,183.795,10.497,231.746
3,1.00E+05,1000,0.2,2,random,kmeans,168.548,11.684,215.924
4,1.00E+05,1000,0.2,2,random,kmeans,169.124,10.987,232.149
5,1.00E+05,1000,0.2,2,random,kmeans,190.041,11.149,238.457
6,1.00E+05,1000,0.2,2,random,kmeans,217.357,10.364,251.878
7,1.00E+05,1000,0.2,2,random,kmeans,228.677,10.095,269.2
8,1.00E+05,1000,0.2,2,random,kmeans,183.87,10.278,250.48
9,1.00E+05,1000,0.2,2,random,kmeans,193.816,10.834,255.158
10,1.00E+05,1000,0.2,2,random,kmeans,204.403,9.921,249.479
1,1.00E+05,1000,0.2,3,random,kmeans,214.3,10.323,288.374
2,1.00E+05,1000,0.2,3,random,kmeans,231.94,11.462,294.873
3,1.00E+05,1000,0.2,3,random,kmeans,228.148,10.24,323.076
4,1.00E+05,1000,0.2,3,random,kmeans,229.69,10.013,333.583
5,1.00E+05,1000,0.2,3,random,kmeans,235.61,10.184,270.063
6,1.00E+05,1000,0.2,3,random,kmeans,232.575,10.133,296.719
7,1.00E+05,1000,0.2,3,random,kmeans,237.862,9.777,335.064
8,1.00E+05,1000,0.2,3,random,kmeans,226.28,9.774,329.612
9,1.00E+05,1000,0.2,3,random,kmeans,225.428,11.242,328.75
10,1.00E+05,1000,0.2,3,random,kmeans,244.999,10.691,332.603
1,1.00E+05,1000,0.2,4,random,kmeans,365.329,11.042,448.593
2,1.00E+05,1000,0.2,4,random,kmeans,393.976,10.514,490.974
3,1.00E+05,1000,0.2,4,random,kmeans,368.447,10.313,459.203
4,1.00E+05,1000,0.2,4,random,kmeans,309.549,11.504,401.348
5,1.00E+05,1000,0.2,4,random,kmeans,338.985,11.225,436.138
6,1.00E+05,1000,0.2,4,random,kmeans,395.484,9.57,492.37
7,1.00E+05,1000,0.2,4,random,kmeans,333.377,12.282,401.215
8,1.00E+05,1000,0.2,4,random,kmeans,348.964,11.117,450.836
9,1.00E+05,1000,0.2,4,random,kmeans,331.223,11.668,451.686
10,1.00E+05,1000,0.2,4,random,kmeans,345.506,10.459,447.756
1,1.00E+05,1000,0.2,5,random,kmeans,299.052,10.344,342.47
2,1.00E+05,1000,0.2,5,random,kmeans,261.163,10.529,275.361
3,1.00E+05,1000,0.2,5,random,kmeans,283.402,9.941,327.601
4,1.00E+05,1000,0.2,5,random,kmeans,262.602,9.419,300.002
5,1.00E+05,1000,0.2,5,random,kmeans,243.009,9.999,284.874
6,1.00E+05,1000,0.2,5,random,kmeans,334.982,9.741,386.095
7,1.00E+05,1000,0.2,5,random,kmeans,295.864,9.615,347.96
8,1.00E+05,1000,0.2,5,random,kmeans,307.687,8.248,365.778
9,1.00E+05,1000,0.2,5,random,kmeans,314.858,10.768,376.27
10,1.00E+05,1000,0.2,5,random,kmeans,334.419,9.673,376.243
1,1.00E+05,1000,0.2,6,random,kmeans,362.176,9.709,445.021
2,1.00E+05,1000,0.2,6,random,kmeans,331.584,9.551,398.644
3,1.00E+05,1000,0.2,6,random,kmeans,343.354,9.334,418.031
4,1.00E+05,1000,0.2,6,random,kmeans,299.304,10.364,427.254
